機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","樂樂藥局","宜蘭縣","羅東鎮","中正南路61號","趙武彥","男","39566696","Y"
"開業","樂澄藥局","新北市","樹林區","國凱街32-3號一樓","林信宇","男","86860093","Y"
"開業","樂興藥局","桃園市","平鎮區","義興街23號","張玉琴","女","34923885","Y"
"開業","樂謙藥師藥局","桃園市","中壢區","龍東路134號","黎默謙","男","034662775、0973104100","Y"
"開業","樂寶兒藥局","新北市","新莊區","中正路82-2號1樓","何心汝","女","29900185","Y"
"開業","樂馨藥局","臺南市","永康區","中山路85號1樓","陳品羚","女","","Y"
"開業","樂齡藥師藥局","臺北市","內湖區","內湖路三段103號","張艷玉","女","27919707","N"
"開業","歐大藥局","臺南市","仁德區","中洲路541號","歐忠果","男","062664831","Y"
"開業","歐美藥師藥局","臺南市","歸仁區","民權北路六十八號","歐玉美","女","065954515","Y"
"開業","歐德藥局","高雄市","旗津區","旗津三路962巷8號1樓","朱傅綉禎","女","75711868","Y"
"開業","歐藥局","臺南市","關廟區","松腳里四維街一００號","邱也娟","女","065953714","N"
"開業","潔西卡大藥局","臺中市","北屯區","崇德路二段306號1樓","林威宏","男","422416879","Y"
"開業","潘藥局","南投縣","竹山鎮","竹山下橫街２６之１１號","潘昆輝","男","49645613","Y"
"開業","潤康社區健保藥局","宜蘭縣","羅東鎮","公正路167之2號1樓","林國鐘","男","9576271","Y"
"開業","潤康藥局","新北市","永和區","成功路二段九十八號","彭子明","男","0029435798","N"
"開業","潭子炘星藥局","臺中市","潭子區","中山路一段97號1樓","廖健銓","男","425320107","Y"
"開業","潭子福倫藥局","臺中市","潭子區","中山路一段19之8號","羅伊倫","女","425350918","Y"
"開業","潭子藥局","臺中市","潭子區","勝利路207號1樓","陳韻竹","女","425336155","Y"
"開業","潮州啄木鳥藥局","屏東縣","潮州鎮","介壽路76號","李培甄","女","087890466、0980389586","Y"
"開業","潮州藥局","屏東縣","潮州鎮","介壽路1-1號","蘇于雯","女","87894000","Y"
"開業","澄心藥局","宜蘭縣","三星鄉","三星路五段45號1樓","宋庭亞","女","398910160911830980","Y"
"開業","澄石藥局","臺中市","南屯區","公益路二段603號1樓","王耀興","男","422511883","Y"
"開業","澄光人文藥局","臺中市","南屯區","干城街305號","黃子娟","女","22530303","Y"
"開業","澄和藥局","高雄市","三民區","澄和路六十六號","李淑華","女","073923111","Y"
"開業","澄品藥局","新北市","永和區","永利路96號1樓","吳厚澤","男","","Y"
"開業","澄星中西藥局","彰化縣","彰化市","國聖里中山路三段570號1樓","蔡宜君","女","47323061","Y"
"開業","澄清堂藥局","臺南市","北區","勝利路495號","蔡敏雄","男","062377224","Y"
"開業","澄清新高橋藥局","高雄市","三民區","澄和路2號1樓","林鳴桐","男","3815186","Y"
"開業","澄清藥局","新竹市","東區","西大路374號1樓","韓澄清","男","5246942","Y"
"開業","澄馨藥局","臺北市","松山區","三民路37號","方若穎","女","27589614","Y"
"開業","澍德中西藥局","臺南市","六甲區","中正路619號","黃耀羲","男","6982910","N"
"開業","澎躍藥局","澎湖縣","馬公市","大勇街61號","王芙容","女","069276186、0978790118","Y"
"開業","璉恩藥局","新北市","淡水區","北新路一三一.一三三號","陳貞璉","女","0026298454","Y"
"開業","線西藥局","彰化縣","線西鄉","寓埔村中央路二段48號","林汝靜","女","47582482","Y"
"開業","緣心健保藥局","宜蘭縣","宜蘭市","同興街101號1樓","陳莊麗紅","女","9366326","Y"
"開業","緣來藥師藥局","新北市","永和區","福和路250、252號1樓","閻鴻聖","男","229211798","Y"
"開業","蓮安中西藥局","臺中市","北區","崇德路一段641號1樓","林秀婉","女","422368637","Y"
"開業","蓮荷藥局","高雄市","前鎮區","三多二路431號1樓","姚曉文","女","5377534","Y"
"開業","蔚海藥局","新北市","樹林區","鎮前街17號1樓","曾威仁","男","(02)86754203","Y"
"開業","蔡宗耀中西藥局","臺中市","北屯區","河北路二段六十一號","蔡宗耀","男","422341880","Y"
"開業","蔡藥局","高雄市","內門區","內門里６４號","蔡献堂","男","6671131","Y"
"開業","蔡藥局","屏東縣","新園鄉","五房路３７３號","蔡文宏","男","88690291","N"
"開業","蔣示藥局","新北市","樹林區","太順街６２巷３弄２號","蔣榮井","男","26819460","N"
"開業","蔦松藥師藥局","雲林縣","水林鄉","松中村蔦松路176號","張振裕","男","","Y"
"開業","衛民藥局","臺中市","太平區","宜欣二路七二號","孫源瞬","男","22795581","Y"
"開業","衛爾康大藥局","臺中市","霧峰區","吉峰里民生路二七一號","何紹增","男","23331030","N"
"開業","誼安健業藥局","新北市","中和區","宜安路118巷20號1樓","黃仁富","男","0286600058","Y"
"開業","誼安藥局","臺北市","士林區","通河街42號","邱智凰","女","","Y"
"開業","誼安藥局","彰化縣","員林市","東和里員水路二段515號1樓","簡宏安","男","48335811","Y"
"開業","誼康藥局","高雄市","路竹區","中山路541號","陳青娥","女","76074379","Y"
"開業","誼康藥局","桃園市","蘆竹區","奉化路一二六號","康家鳳","女","33129045","Y"
"開業","賜安大藥局","臺南市","中西區","光賢里武聖路9號","張賜琦","男","063589600、0928990786","Y"
"開業","賜安藥局","高雄市","旗山區","中山路１１號","涂仲宏","男","076612057","Y"
"開業","賜安藥局","新北市","板橋區","信義路60號1樓","洪若嘉","男","229617483","Y"
"開業","賜安藥局","嘉義縣","梅山鄉","社教路九十號","葉恩賜","男","052621015","N"
"開業","賜您康大藥局","新北市","板橋區","國泰街５０號","林崇明","男","29513166","Y"
"開業","賜祥藥局","臺中市","西屯區","中清路六五巷九一弄六八號一樓","許鴻春","男","422920506","N"
"開業","賢杰藥局","基隆市","仁愛區","愛一路九之一號","陳仕杰","男","","N"
"開業","賢德藥局","高雄市","梓官區","梓官路４２號","楊志賢","男","6176283","N"
"開業","輝生藥局","臺中市","豐原區","鐮村路417號1樓","李榮輝","男","425379563","Y"
"開業","輝安大藥局","桃園市","龜山區","新路村中原街３號","蘇雅玲","女","033290636","Y"
"開業","鄧博士藥局","臺中市","中區","中山路325號1樓","鄧正賢","男","422256851","Y"
"開業","鄧藥局","新竹縣","竹東鎮","大同路四三號","鄧政春","男","035962 908","Y"
"開業","鄭家藥局","新北市","土城區","清水路127號1樓","鄭豐登","男","22640005","Y"
"開業","鄭藥局","臺中市","大雅區","仁愛南路50號1樓","劉欣欣","女","425671610",""
"開業","鄭藥局","屏東縣","潮州鎮","介壽路１９號","鄭澤欣","男","87891830","N"
"開業","鄰好藥師藥局","高雄市","三民區","褒揚街287號","許銘泰","男","3909589","Y"
"開業","鄰家藥局","臺南市","六甲區","甲南里珊瑚路18號1樓","張惠如","女","66993465","Y"
"開業","鄰康藥局","新北市","樹林區","日新街48號1樓","賴玫君","女","226855472","Y"
"開業","鋒銘中西藥局","臺中市","北區","青島路二段四十七號一樓","李　硬","男","422966048","N"
"開業","黎明安德藥局","臺中市","北區","中清路一段838號1樓","劉家佑","男","422956098","Y"
"開業","黎明健康藥局","宜蘭縣","宜蘭市","光復路30號2樓","徐加珊","女","39312301","Y"
"開業","黎明藥局","臺北市","北投區","尊賢街２５３之１號","劉慧中","女","0228223795","Y"
"開業","黎明藥局","彰化縣","彰化市","大竹里彰南路2段217號","劉香蘭","女","47320995","Y"
"開業","黎明藥局","南投縣","埔里鎮","中正路462號","高幼梅","女","","Y"
"開業","黎明藥局","屏東縣","內埔鄉","黎明村黎東路328號","潘清吉","男","87706121","N"
"開業","黎明藥師藥局","新北市","三重區","三和路四段227號1樓","黎思煒","女","(02)82870958","Y"
"開業","黎明藥師藥局","雲林縣","虎尾鎮","新生路110號","邱明振","男","056310921","Y"
"開業","黎藥局","新竹縣","湖口鄉","中山路二段六四號","黎傳湘","男","035992 325","N"
"開業","叡安藥局","桃園市","大溪區","埔頂路一段４０８號","廖瑞枝","女","33893015","Y"
"開業","學士藥局","臺中市","北區","學士路13號之1樓","林秋蓉","女","0422015008、0422066042","Y"
"開業","學士藥局","新北市","土城區","學士路二十七號一樓","張家維","男","","N"
"開業","學田藥局","臺中市","烏日區","學田路便行巷2號1樓","黃冠霖","男","423382230","Y"
"開業","學安藥師藥局","新北市","土城區","學府路1段２１１號一樓","葉士弘","男","22610565","Y"
"開業","學府松藥局","新北市","土城區","學府路一段38號1、2樓","吳秀慧","女","","Y"
"開業","學府實和藥局","新北市","土城區","學府路1段121號","陳美花","女","22612111","Y"
"開業","學府藥局","臺中市","南區","學府路一八○號","謝鶯遷","女","0422187028、0936896789","Y"
"開業","學府藥局","臺中市","大雅區","學府路217號1樓","盧志芳","男","25609333","Y"
"開業","寰亞藥局","新北市","永和區","永和路二段290號1、2樓","陳俊豪","男","0289252519","Y"
"開業","憲立藥局","新北市","淡水區","自強路295號1樓","楊宗憲","男","","Y"
"開業","憲宗藥局","臺南市","北門區","東壁里七０四號","蔡憲宗","男","067864225","Y"
"開業","擁心藥局","高雄市","前金區","青年二路132號1樓","施鴻鳳","女","2158810 0919102742","Y"
"開業","擇木良食藥局","桃園市","八德區","興豐路493號","許瑞宇","男","33655225","Y"
"開業","曉品中西藥局","新北市","板橋區","貴興路24號(1樓)","鄭雅云","女","229586990","Y"
"開業","曉陽藥局","彰化縣","彰化市","西安里曉陽路202號1樓","鍾素玲","女","47270989","Y"
"開業","樹生藥局","屏東縣","屏東市","民族路70號","沈宛秀","女","87323106","N"
"開業","樹生藥局","屏東縣","高樹鄉","興中路２８４號","楊秀文","男","87965657","N"
"開業","樹孝炘星藥局","臺中市","太平區","樹孝路476號1樓","陳淑芬","女","423929578","Y"
"開業","樹林丁丁藥局","新北市","樹林區","中華路174號1樓","羅旭鴻","男","286851518","Y"
"開業","樹林大樹藥局","新北市","樹林區","育英街54號1-2樓","蔡文欽","男","","Y"
"開業","樹林食在好健康藥局","新北市","樹林區","中華路124號1樓","劉哲維","男","286850096","Y"
"開業","樹林藥師藥局","新北市","樹林區","鎮前街24號1樓","楊伯仲","男","226823030","Y"
"開業","樹新藥局","新北市","樹林區","樹新路30-3號1樓","陳柏宇","男","226821080","Y"
"開業","樹德大藥局","臺中市","太平區","樹德路102號1樓","王嘉德","男","423981782","Y"
"開業","樹鑫保健藥局","雲林縣","土庫鎮","仁愛街三十之五號","林　蕊","女","56656808","N"
"開業","樺生藥局","臺中市","南區","工學路39號","何秀卿","女","422625317","Y"
"開業","樺生藥局","臺中市","大里區","新里里新興路五五號","何鴻淇","男","24061162","Y"
"開業","樺生藥師連鎖藥局","宜蘭縣","羅東鎮","中正路３７號","楊永安","男","039543 432","Y"
"開業","樺生藥師藥局","桃園市","蘆竹區","南崁路９６號","簡婉貞","女","3121821","Y"
"開業","樺昇藥局","臺南市","南區","明興路1367號","楊宗斌","男","62625571","Y"
"開業","樺品藥局","桃園市","桃園區","中華路48號1樓","劉亞樺","男","33476667","Y"
"開業","樺新健保藥局","新北市","板橋區","華興街52號(1樓)","羅文蕙","女","229525130","Y"
"開業","樺霖保健藥局","彰化縣","溪湖鎮","光平里彰水路3段376號","蔣心怡","女","48613668","Y"
"開業","橘子藥局","臺南市","新營區","民權路118之2號","鄭吉志","男","66351881","Y"
"開業","橘子藥局","新北市","永和區","仁愛路298號1樓","楊德鑫","男","0232330390","Y"
"開業","橘井藥局","臺中市","豐原區","中正路423號","陳茂根","男","25285948","Y"
"開業","橘井藥局","高雄市","楠梓區","楠梓路１２９號","黃獻祥","男","","Y"
"開業","橙易藥局","苗栗縣","苗栗市","中正路291號1樓","陳煥全","男","037376608、0910257891","Y"
"開業","橙新藥局","嘉義縣","梅山鄉","中山路285號","徐珮瀠","女","52622277","Y"
"開業","澤士藤藥局","臺中市","龍井區","新東里新興路53-9號一樓","楊岱儒","男","426523014","Y"
"開業","澤仁藥局","桃園市","中壢區","中正路二六三號","紀佩佳","女","34252254","Y"
"開業","澤安藥師藥局","新北市","樹林區","保安二街26號1樓","賴季宜","女","226872764","Y"
"開業","澤明大藥局","臺中市","北屯區","中清路二段320號","李慶和","男","422959400",""
"開業","澤豐藥局","臺中市","北區","國強街九十五號一樓","施育熙","男","422338817","N"
"開業","澴山藥局","臺北市","內湖區","環山路一段四號","葉芃宜","女","87978793","Y"
"開業","燕安藥局","高雄市","三民區","壽昌路293號","張秀燕","女","3965838","N"
"開業","燕福藥局","臺北市","大安區","羅斯福路三段283巷14弄14號之3","翁麗珍","女","0223627307","Y"
"開業","璞朗克量子藥局","臺南市","永康區","東橋十街6號1樓","蔡佩玲","女","63020140","Y"
"開業","璟福藥局","新北市","中和區","安平路76號1樓","姚亮宇","男","","Y"
"開業","盧狄聯合藥局","臺北市","內湖區","康寧路三段一八九巷五十七號","林矗見","男","26308897","Y"
"開業","穎又安中西藥局","新北市","汐止區","樟樹一路135巷13號1樓","林欣志","男","26412348","Y"
"開業","穎川保健藥局","嘉義市","東區","仁武里中山路二０四號","陳煌銘","男","0052223609","Y"
"開業","穎川藥局","新北市","板橋區","民權路２０２巷４弄１號","陳文深","男","0229660617","Y"
"開業","穎昇藥局","屏東縣","九如鄉","九如路二段１3１號","楊舒卉","女","087393672、0921529179","Y"
"開業","穎祥嬰品藥粧藥局","屏東縣","屏東市","中正路538號","許麗雪","女","087365767、0935594575",""
"開業","篤行藥局","臺中市","西屯區","西屯路二段四十五之一號一樓","黃鴻逵","男","423165727","Y"
"開業","縣府仰望藥局","桃園市","桃園區","中山路323號","李盈螢","女","(03)3348494","Y"
"開業","縣政丁丁藥局","新竹縣","竹北市","縣政二路558號","陳貽芳","女","","Y"
"開業","翰生藥局","新北市","板橋區","漢生西路77之1號(1樓)","高鈺婷","女","282513666","Y"
"開業","翰昌藥局","臺南市","安南區","北安路２段１１９號","蘇益信","男","062596372","Y"
"開業","翰林藥局","新北市","板橋區","中正路240號","黃淑鈴","女","029602748","Y"
"開業","臻曜藥局","新北市","三重區","重新路一段129號1樓","黃于珊","女","229786003","Y"
"開業","臻燿藥局","新北市","三重區","集美街150號1樓","王奕翔","男","(02)29724765","Y"
"開業","興中好藥局","高雄市","苓雅區","興中二路41號1樓","白菱玉","女","073353899、0931736863","Y"
"開業","興中藥局","嘉義縣","民雄鄉","興中村江厝店３５號","戴文章","男","052213213","N"
"開業","興仁藥局","桃園市","中壢區","榮民路１４３號","朱洞霖","男","034551396","N"
"開業","興安永佳藥局","臺中市","北屯區","興安路一段333號1樓","陳鐘波","男","422437876","Y"
"開業","興安瑞昌藥局","臺中市","北屯區","興安路一段316號1樓","游鈞雅","女","422430999","Y"
"開業","興安藥局","臺中市","北屯區","興安路二段52號1、2樓","陳慧恬","女","422460369","Y"
"開業","興安藥局","新北市","三重區","正義北路255號1樓","邱金堂","男","(02)29885795、29898140","Y"
"開業","興安藥局","苗栗縣","後龍鎮","新民里中正路１０４號","解源銘","男","037722 873","N"
"開業","興安藥局","南投縣","國姓鄉","石門村國姓路２７８之１號","許國淵","男","049721 133","Y"
"開業","興昌藥局","新竹市","東區","中山路三二九號","劉威廷","男","035227418","N"
"開業","興明健保藥局","臺中市","太平區","樹德路97-6號","林士文","男","","Y"
"開業","興東藥局","宜蘭縣","羅東鎮","興東路一號一樓","趙昌麟","男","9569621","Y"
"開業","興南藥局","臺南市","南區","中華南路２段70號","買　雋","男","62920909","Y"
"開業","興南藥局","宜蘭縣","宜蘭市","中山路3段178號","魏松才","男","9310984","Y"
"開業","興宸藥局","臺北市","松山區","富錦街512號1樓","陳祈霖","男","0227658970","Y"
"開業","興泰藥局","臺南市","南區","金華路１段１６５號","蔡全鑫","男","062653638","Y"
"開業","興康源藥局","臺北市","中山區","中山北路1段140巷8號","呂　緞","女","25311248","Y"
"開業","興盛藥局","新竹縣","新埔鎮","仁愛路二六號","林定國","男","035882 590","N"
"開業","興祥藥局","臺中市","烏日區","興祥街43號1樓","石濰鑫","男","423377485",""
"開業","興隆藥局","臺中市","太平區","興隆路1段250號1樓","林濬宏","男","","Y"
"開業","興楠丁丁藥局","高雄市","楠梓區","興楠路262號1樓","藍蕙姿","女","73559668","Y"
"開業","興業藥局","嘉義市","西區","福民里興業西路381號","王威喨","男","52861880","Y"
"開業","興嘉藥局","嘉義市","西區","興業西路370號","蕭竹君","女","52841812","Y"
"開業","興德昌藥局","高雄市","仁武區","文武里中華路232號","陳淑君","女","73757005","Y"
"開業","興鴻藥局","彰化縣","彰化市","永康街１號１樓","涂碧蓮","女","47351228","N"
"開業","興豐丁丁藥局","桃園市","八德區","興豐路435號","莊博鈞","男","33689287","Y"
"開業","興豐藥局","桃園市","八德區","介壽路二段一一七五號","林郁晟","男","","Y"
"開業","興耀生活藥局","臺北市","中山區","林森北路405號(1樓)","吳世英","男","(02)25818210","Y"
"開業","蕎風藥局","屏東縣","屏東市","青島街135號","葉哲修","男","","Y"
"開業","融昇藥局","彰化縣","彰化市","彰鹿路120巷67號","陳恆琳","男","047523 464","N"
"開業","融融藥局","高雄市","鳳山區","三民路194號一樓","龐宗文","男","77990555","Y"
"開業","親子藥局","桃園市","桃園區","南平路１９５號","吳碧玲","女","33462407","Y"
"開業","親民大藥局","臺中市","清水區","鎮北街六一號","陳銘諭","男","26226012","Y"
"開業","親鄰藥局","新北市","三重區","福德北路43號1樓","林雨青","女","","Y"
"開業","親親大藥局","桃園市","平鎮區","復旦路二段２１１巷７號","胡琇富","男","","Y"
"開業","親親藥局","高雄市","前鎮區","天山路10巷6號","陳志豪","男","3391078","Y"
"開業","親親藥局","基隆市","中山區","復興路181號","梁家鴻","男","24378323","N"
"開業","諾亞藥局","高雄市","三民區","鼎華路14號","廖珮珊","女","73929966","Y"
"開業","貓頭鷹藥妝藥局","新北市","土城區","中央路三段88、90號1樓","鮑淑宜","女","(02)22695659","Y"
"開業","貓頭鷹藥局","彰化縣","伸港鄉","新港村中山東路99號","廖怡彰","男","47996596","Y"
"開業","賴藥局","臺南市","東區","裕農路６２１巷２６之２號","賴正鎰","男","062363738","Y"
"開業","賴藥局","彰化縣","大村鄉","中山路一段５０號","賴哲忠","男","48356786","N"
"開業","遵龍藥局","桃園市","中壢區","元生二街192號","羅宸鍹","女","034620252; 0908893908","Y"
"開業","錄新藥局","新北市","新莊區","後港一路７６巷１０弄１號","周碧連","女","22051849","Y"
"開業","錦玉藥局","花蓮縣","玉里鎮","民生街44巷31號","陳皆志","男","38880648","Y"
"開業","錦安藥局","新北市","新莊區","民安路201號1樓","李素修","女","22011242","Y"
"開業","錦州春天生活藥局","臺北市","中山區","錦州街213號、213號2樓","朱喬伶","女","0225213586","N"
"開業","錦州藥局","臺北市","中山區","錦州街244號1樓","李旭明","男","(02)25026650","Y"
"開業","錦西春天生活藥局","臺北市","中山區","錦西街10號1樓","張國偉","男","225312658","Y"
"開業","錦和藥局","新北市","中和區","錦和路164號1樓","黃文通","男","82282296","Y"
"開業","錦岳大藥局","苗栗縣","苗栗市","民族路140號1樓","連奕淇","女","037353046、0921000585","Y"
"開業","錦昌藥局","高雄市","旗山區","大同街4號","林錦良","男","076613129","Y"
"開業","錦泰藥局","基隆市","中山區","中山二路四十三號","徐淑芬","女","024228523","Y"
"開業","錦堂藥局","臺中市","豐原區","中正路一０六號","程春敏","女","25229969","Y"
"開業","錦源藥局","南投縣","南投市","南營路２６８號","余錦源","男","049 335678","N"
"開業","錦興行藥局","桃園市","平鎮區","振興路１３號","彭碧紋","女","034572842","Y"
"開業","錦龍藥局","新北市","板橋區","長安街138巷1弄114號","陳錦煌","男","229522290","Y"
"開業","錫東藥局","臺北市","文山區","萬隆街５６號","葉淑櫻","女","0229341550","N"
"開業","靜和藥局","桃園市","蘆竹區","中正路138號2樓","羅德仁","男","32124898","Y"
"開業","靜園藥局","臺北市","大安區","和平東路2段118巷57之1號","陳翠華","女","0227336390","Y"
"開業","頤佳康中西藥局","桃園市","桃園區","自強路129號","邱群逸","男","(03)3186949","Y"
"開業","頤品中西藥局","臺北市","大安區","浦城街24之2號(1樓)","林育婷","女","223685656","Y"
"開業","頤康中西藥局","桃園市","龜山區","華亞三路39巷23號1樓","何明泰","男","33279121","Y"
"開業","頤嘉興中西藥局","屏東縣","屏東市","華盛街45-1號","林芳玉","女","087551319 0919930434","Y"
"開業","頭份瑞士藥局","苗栗縣","頭份市","建國路二段100號","鄧兆原","男","","Y"
"開業","頭份藥局","苗栗縣","頭份市","仁愛路110號1樓","張智貽","女","037666652、0932250321","Y"
"開業","頭城健保藥局","宜蘭縣","頭城鎮","吉祥路80號","高盈琪","女","","Y"
"開業","頭城藥局","宜蘭縣","頭城鎮","開蘭路134號","林文奎","男","9770618","Y"
"開業","頭張藥局","臺中市","潭子區","頭家里頭張路一段一０八號","張順治","男","25334510","Y"
"開業","頭橋啄木鳥藥局","嘉義縣","民雄鄉","福樂村埤角47號","丁建文","男","52204251","Y"
"開業","龍口藥局","臺北市","萬華區","艋舺大道一二○巷三十五號","駱國祥","男","0223365680","N"
"開業","龍大藥局","桃園市","龍潭區","中正路一六九號","游登祥","男","34993793","Y"
"開業","龍井茂昌藥局","臺中市","龍井區","中央路2段57號1樓","王美瑜","女","426390286","Y"
"開業","龍井新庄藥局","臺中市","龍井區","遊園南路179號1樓","陳雅琦","女","426313869","Y"
"開業","龍天葵藥局","臺南市","南區","新興路501號","蔡貽鈞","女","62925420","N"
"開業","龍安藥局","新北市","蘆洲區","復興路67號1樓","李堂閔","男","22850310","Y"
"開業","龍成藥局","新北市","蘆洲區","民族路53號","郭家銘","男","282857868","Y"
"開業","龍江台安藥局","臺北市","中山區","龍江路247號(1樓)","林平奇","男","0225091007","Y"
"開業","龍江藥局","臺北市","中山區","龍江路356巷14號","黃雅玲","女","25023724","Y"
"開業","龍米藥師藥局","新北市","八里區","龍形一街5號1樓","蔡詠晴","女","26185812、0921450000","Y"
"開業","龍和藥局","高雄市","鳳山區","鳳松路北市場一巷１１號","石金太","男","077464816","N"
"開業","龍岡藥局","臺南市","仁德區","成功里保華路９０號","龔賜福","男","62904862","N"
"開業","龍昌藥局","桃園市","中壢區","中山東路4段46號1樓","曾筱芹","女","(03)4366636","Y"
"開業","龍東藥局","桃園市","中壢區","龍東路205號","林世懷","男","34383088","Y"
"開業","龍門藥局","新北市","三重區","龍門路一八九號","江明峰","男","0229756141","Y"
"開業","龍青藥局","桃園市","龍潭區","龍青路72號","陳德益","男","34890211",""
"開業","龍南藥局","桃園市","平鎮區","龍南路200號1樓","鄧竹芳","女","","Y"
"開業","龍城藥局","桃園市","桃園區","龍壽里龍城五街６０號","周　華","女","32170662","Y"
"開業","龍美藥局","彰化縣","彰化市","中山路三段２２８號","黃錫龍","男","047249816","Y"
"開業","龍泰藥局","桃園市","楊梅區","民族路五段一四七巷二號","溫福利","男","34901525","Y"
"開業","龍泰藥局","彰化縣","彰化市","信義里中正路1段450號1樓","楊朝盛","男","7254720","Y"
"開業","龍泰藥局","南投縣","草屯鎮","碧山路一一三四之三二號","陳鈞榕","男","","N"
"開業","龍記中西藥局","臺中市","西屯區","惠安巷一八九號一樓","陳仙珠","女","423110129","N"
"開業","龍華藥局","桃園市","龍潭區","東龍路１６９號","黃秀惠","女","34701489","Y"
"開業","龍溢藥局","彰化縣","員林市","民生里中正路140號1樓","陳世章","男","48366032","Y"
"開業","龍祺藥局","高雄市","小港區","平和路１１１號","鐘龍顯","男","078315352","Y"
"開業","龍德安藥局","嘉義市","東區","新開里垂楊路１０７號","洪海源","男","52289037","N"
"開業","龍潭大藥局","桃園市","龍潭區","龍華路27號","吳　桓","女","34794412","Y"
"開業","龍潭北龍藥局","桃園市","龍潭區","北龍路275號","劉佩郁","女","34893123","Y"
"開業","龍點藥局","新北市","林口區","民族路67號1樓","陳寶玉","女","0226080636","Y"
"開業","龍護大藥局","臺北市","大安區","大安路一段二二四巷七號一樓","吳一婷","女","0223250686","Y"
"開業","優生藥局","臺南市","白河區","新起街2-19號","陳綮朋","男","","Y"
"開業","優生藥局","基隆市","信義區","東信路一０二號","黃程魏","男","024655963","N"
"開業","優生藥局","苗栗縣","後龍鎮","水尾里６９之３號","許清山","男","037727 633","N"
"開業","優生藥局","雲林縣","水林鄉","水林路99巷2號","許璧麒","男","","Y"
"開業","優良藥局","桃園市","中壢區","長春路18號1樓","呂淑芬","女","34612336","Y"
"開業","優良藥局","南投縣","草屯鎮","民權路８３號","洪桐舜","男","49315496","N"
"開業","優良藥局","雲林縣","虎尾鎮","仁愛路65號","高莉莉","女","56314362","Y"
"開業","優美藥師藥局","臺中市","大里區","新仁路3段227號","朱美昀","女","424872277","Y"
"開業","優健藥局","桃園市","中壢區","中山東路三段九號","邵誠中","男","4364006","Y"
"開業","優達藥局","新北市","三重區","大智街一○八號一樓","葉人誠","男","0029859159","Y"
"開業","優達藥局","桃園市","平鎮區","廣明路六六號","葉煥榮","男","34943488","Y"
"開業","優嘉藥師連鎖藥局","新北市","土城區","中央路二段117號1樓","趙瑩瑩","女","(02)82629788","Y"
"開業","優德仕藥局","新北市","淡水區","新市一路三段103號","郭貞君","女","","Y"
"開業","優適藥局","南投縣","竹山鎮","大明路149-5號","許螢岱","女","492630355","Y"
"開業","優豐藥局","臺北市","中山區","民生東路一段三十二號","李政坤","男","0225602565","Y"
"開業","勵志藥局","高雄市","岡山區","勵志二路38號","黃惠讌","女","6230823","Y"
"開業","嶸曜藥局","臺中市","西區","美村路1段592號","陳孜瑜","女","423782478","Y"
"開業","嶺東藥局","臺中市","南屯區","忠勇路46之3號1樓","葉秋榮","男","0423861789、0928389083","Y"
"開業","應生藥局","雲林縣","四湖鄉","中正路378號","葉珍君","女","57877235","Y"
"開業","應安藥局","屏東縣","屏東市","民族路３０５之７號","蔡鴻圖","男","87327128","Y"
"開業","戴安藥局","新北市","板橋區","溪北路５４號","蔡金利","女","26818663","Y"
"開業","擎天藥局","新北市","板橋區","重慶路二三五號一樓","許貴玲","女","","Y"
"開業","濟生一藥局","臺中市","沙鹿區","沙田路一四六號","蔡麗卿","女","26626826","Y"
"開業","濟生一藥局","南投縣","竹山鎮","雲林路２之28號","張烈賓","男","0 0 0","N"
"開業","濟生中西藥局","臺北市","信義區","崇德街41號","劉佳俞","女","27358452","Y"
"開業","濟生藥局","臺中市","北屯區","昌平路二段二之三十一號一樓","周志昌","男","422472327","Y"
"開業","濟生藥局","基隆市","安樂區","基金三路八十二之二號","王淑華","女","024310884","Y"
"開業","濟生藥局","彰化縣","員林市","民生路１２３號","邱創文","男","48322209","N"
"開業","濟安堂藥局","臺中市","南屯區","南屯路二段七八八號","林照雄","男","423899603","Y"
"開業","濟安藥局","嘉義縣","溪口鄉","民生街54號","魏進輝","男","52696078","Y"
"開業","濟康藥師藥局","臺南市","永康區","勝利里勝學路281號","蘇文志","男","63122057","Y"
"開業","濟德藥局","桃園市","大溪區","復興路1號1樓","柯　煖","女","33883361","Y"
"開業","璦生藥局`","高雄市","旗山區","中洲路165號","楊抱田","男","6661780","N"
"開業","璨鴻藥局","新北市","土城區","延和路一九一號","王朝陽","男","(02)82622588","Y"
"開業","環中藥局","桃園市","中壢區","環中東路181號","童成鍾","男","034618873、0939637353","Y"
"開業","環安堂藥局","雲林縣","斗六市","大同路１３７號","黃士力","男","055324225","N"
"開業","環安藥局","臺北市","士林區","大南路２４４號１樓","林文祥","男","0228828478","Y"
"開業","環南藥局","桃園市","平鎮區","環南路225號","莊子賢","男","34916998","Y"
"開業","環球大藥局","南投縣","草屯鎮","明正里中正路753號","賴冬前","女","0492356485、0 0 0","Y"
"開業","環球聯合藥局","桃園市","八德區","介壽路一段８３１號","林倖如","女","33756939","Y"
"開業","環球藥局","新北市","新莊區","中港路436號1、2樓","胡毓青","男","29901934","Y"
"開業","礁溪藥局","宜蘭縣","礁溪鄉","礁溪路四段100、102號1樓","陳怡如","女","39876008","Y"
